x,y
7.739560485559633,31.49113003644009
4.388784397520523,17.001711950112295
8.585979199113824,30.51568095796559
6.973680290593639,26.67679446951221
0.9417734788764953,5.6262022020253815
9.756223516367559,38.18556367014711
7.61139701990353,29.89255643853422
7.860643052769538,30.047557273417645
1.2811363267554587,8.678931480473448
4.503859378955672,15.980363244860573
3.7079802423258124,14.018303549015721
9.267649888486018,33.04691069759277
6.438651200806645,23.950564498089605
8.227616132708299,28.731627243144583
4.4341419882733115,18.472223379178196
2.272387217847769,9.620021216819032
5.545847870158348,19.204258103800232
0.6381725610417532,2.7102353418348235
8.27631171992582,31.437361790915663
6.316643991220649,25.36544382111384
7.580877400853739,31.528167240525768
3.545259681298684,18.779202583556387
9.706980243949033,36.59604500373561
8.931211213221976,31.774932066229123
7.783834970737619,26.045352976484704
1.9463870785196757,9.213921968334619
4.667210037270342,17.115823487480707
0.43803765787228777,2.910095912283479
1.5428949206754783,6.481987023774463
6.830489532424546,25.695527033861335
7.447621559078171,29.665645802955062
9.6750973243421,36.09841348636537
3.2582535813815197,13.165935279277285
3.704597060348689,13.412609081981692
4.695558112758079,15.922428977596743
1.894713590842857,7.902035704340003
1.2992150533547164,6.466578860514026
4.757049262259337,21.301567288277504
2.2690934905088413,10.137238998990274
6.698139946825103,26.91759908042245
4.371519188723307,16.55137376272285
8.326781960578375,29.366321212398773
7.002651020022491,25.061603426730162
3.123666413820411,11.844993351567808
8.32259801395201,34.321797647484786
8.047643574968019,28.934672493551485
3.874783790301745,16.819477071660625
2.883281039302441,10.737092870428004
6.824955039749755,27.284702158435508
1.397524836093098,7.468763375484638
1.9990820247510832,8.761830240141657
0.07362269751005512,2.1965356520820416
7.869243775021384,28.56017166943076
6.648508565920322,25.938888282944248
7.051653786263351,25.99831303141056
7.807290310219679,27.487107440118006
4.5891577553833995,16.14514578236247
5.687411959528937,22.16482373493446
1.3979699812765745,9.261531819083663
1.1453007353597344,6.248539994119228
6.6840296179047165,25.216146173501684
4.710962061431325,18.917106424413454
5.652361064811888,23.742266339401848
7.649988574160256,29.10403376160668
6.347183200005908,23.598750353770072
5.535794006579958,23.034712088119687
5.592071607454136,22.215385283781895
3.039500980626122,14.941887420185415
0.30817834567939406,3.353475865710738
4.367173892323624,15.448405075551936
2.145846728195292,7.458224749815026
4.085286437246362,18.774894428709143
8.53403073268166,34.45460614556076
2.3393948586534075,9.918603185363025
0.5830274168906602,3.465814977413329
2.8138389202199656,14.040602659133183
2.935937577666836,10.615212998768696
6.6191651472689506,23.824987487007586
5.570321523412783,22.461115523978307
7.8389820910641355,28.844529634435087
6.643135403273876,25.243291111378458
4.063868614400706,15.978375802615702
8.140203846660347,30.997075286509613
1.669729199077039,9.95527498874021
0.22712073133860478,2.930799920037735
0.9004786077564175,6.117583317062748
7.223593505964503,24.207319119329227
4.618772302513873,18.09262545590338
1.612717790336018,6.379666860736757
5.010447751033635,17.70834753798228
1.5231210271316842,6.013695044567768
6.96320375077736,25.870027966669543
4.461562755740307,18.989323458625094
3.810212260964825,13.346153836767542
3.015120891478765,12.598870359067304
6.302825931188885,23.333636609160727
3.6181261055339045,14.171931727825724
0.87649919316101,6.571883914020441
1.1800590212051532,6.937379729723925
9.618976645495145,37.672515420397126
9.085806907076071,33.5685656558914
6.997071338107496,25.445835765870182
2.6586996145951955,10.969660425762434
9.69176377347724,36.284918394077174
7.787509039657946,29.521141676483378
7.168901891589956,25.464574512214796
4.493615021437886,17.86338724747441
2.72241561845159,11.870797159788923
0.9639096215349929,9.149894731673356
9.026023965438416,36.40635079595696
4.557762898336111,16.672305118338155
2.023633647952303,8.651642725509296
3.0595662415065252,10.513318842517334
5.79219568941896,21.38662439202113
1.767727829392317,8.66045490825862
8.566142840923755,33.79028037456549
7.585195298352101,27.454557787616938
7.194629559509368,26.199983798181094
4.320930397751037,13.902322847520649
6.2730884070244315,23.71181054376815
